index	task	input_nchars	input_ntokens	input_logprob	output_nchars	output_ntokens	output_logprob	correct
51	rot2decbasic_highprob	77	42	-264.8719177246094	77	15	-58.296775817871094	0
52	rot2decbasic_highprob	140	78	-459.85028076171875	140	26	-69.07444763183594	0
53	rot2decbasic_highprob	57	32	-196.279052734375	57	12	-37.3350944519043	0
54	rot2decbasic_highprob	123	65	-387.19915771484375	123	21	-89.59208679199219	0
55	rot2decbasic_highprob	85	43	-303.02001953125	85	17	-53.278343200683594	0
56	rot2decbasic_highprob	151	86	-482.1491394042969	151	31	-95.24991607666016	0
57	rot2decbasic_highprob	141	75	-444.0059509277344	141	26	-86.56832122802734	0
58	rot2decbasic_highprob	112	62	-348.5800476074219	112	32	-62.87451934814453	0
59	rot2decbasic_highprob	138	75	-427.7954406738281	138	29	-83.60904693603516	0
60	rot2decbasic_highprob	70	38	-263.9788513183594	70	13	-38.89440155029297	0
61	rot2decbasic_highprob	60	32	-210.9699249267578	60	10	-41.54947280883789	0
62	rot2decbasic_highprob	87	44	-284.3302307128906	87	19	-55.379032135009766	0
63	rot2decbasic_highprob	155	84	-524.2442626953125	155	31	-69.39561462402344	0
64	rot2decbasic_highprob	111	60	-316.2865905761719	111	27	-91.83924102783203	0
65	rot2decbasic_highprob	118	64	-392.2593688964844	118	23	-84.0540542602539	0
66	rot2decbasic_highprob	49	28	-185.3602752685547	49	10	-41.77679443359375	0
67	rot2decbasic_highprob	90	44	-308.6085510253906	90	20	-64.15882873535156	0
68	rot2decbasic_highprob	68	36	-233.94833374023438	68	16	-44.128150939941406	0
69	rot2decbasic_highprob	72	40	-262.481689453125	72	16	-60.6962890625	0
70	rot2decbasic_highprob	124	66	-411.1650085449219	124	25	-82.95056915283203	0
71	rot2decbasic_highprob	116	61	-389.2344055175781	116	21	-69.01795959472656	0
72	rot2decbasic_highprob	143	73	-484.4188537597656	143	25	-84.56454467773438	0
73	rot2decbasic_highprob	148	86	-456.1722412109375	148	30	-75.52738952636719	0
74	rot2decbasic_highprob	66	34	-242.56678771972656	66	14	-40.40210723876953	0
75	rot2decbasic_highprob	221	117	-673.90869140625	221	44	-120.73648071289062	0
76	rot2decbasic_highprob	89	46	-330.1005859375	89	19	-59.935665130615234	0
77	rot2decbasic_highprob	202	111	-666.763916015625	202	32	-142.54417419433594	0
78	rot2decbasic_highprob	242	127	-724.8528442382812	242	39	-125.74551391601562	0
79	rot2decbasic_highprob	62	34	-207.88565063476562	62	15	-54.29219055175781	0
80	rot2decbasic_highprob	179	97	-590.396728515625	179	35	-92.12397766113281	0
81	rot2decbasic_highprob	108	60	-360.3747253417969	108	20	-72.94061279296875	0
82	rot2decbasic_highprob	83	47	-227.86495971679688	83	21	-49.739315032958984	0
83	rot2decbasic_highprob	101	55	-327.4395751953125	101	22	-71.09520721435547	0
84	rot2decbasic_highprob	76	41	-266.163818359375	76	14	-64.50175476074219	0
85	rot2decbasic_highprob	100	54	-340.11968994140625	100	19	-66.79141998291016	0
86	rot2decbasic_highprob	183	91	-556.654296875	183	39	-116.96416473388672	0
87	rot2decbasic_highprob	161	85	-539.2808837890625	161	31	-102.93753051757812	0
88	rot2decbasic_highprob	67	36	-226.42138671875	67	14	-45.37907028198242	0
89	rot2decbasic_highprob	44	24	-159.74911499023438	44	10	-40.601165771484375	0
90	rot2decbasic_highprob	58	31	-208.48175048828125	58	12	-40.646175384521484	0
91	rot2decbasic_highprob	249	141	-718.68505859375	249	46	-115.60701751708984	0
92	rot2decbasic_highprob	138	74	-484.6326904296875	138	26	-84.92437744140625	0
93	rot2decbasic_highprob	154	85	-513.4009399414062	154	27	-107.77410125732422	0
94	rot2decbasic_highprob	128	74	-420.287353515625	128	26	-48.161888122558594	0
95	rot2decbasic_highprob	74	40	-259.9453125	74	15	-59.45042419433594	0
96	rot2decbasic_highprob	80	45	-271.5397033691406	80	14	-49.878570556640625	0
97	rot2decbasic_highprob	95	49	-339.4701232910156	95	22	-84.97925567626953	0
98	rot2decbasic_highprob	118	65	-398.9998779296875	118	18	-69.74259948730469	0
99	rot2decbasic_highprob	134	72	-452.0376281738281	134	29	-87.0923080444336	0
0	rot13decbasic_highprob	48	22	-146.233642578125	48	11	-30.73094367980957	1
1	rot13decbasic_highprob	52	26	-169.29574584960938	52	11	-31.848703384399414	1
2	rot13decbasic_highprob	52	25	-177.57162475585938	52	11	-29.13664436340332	1
3	rot13decbasic_highprob	65	31	-212.54148864746094	65	15	-40.32637023925781	1
4	rot13decbasic_highprob	37	18	-130.51776123046875	37	10	-26.78089141845703	1
5	rot13decbasic_highprob	46	21	-154.7038116455078	46	11	-34.90399932861328	1
6	rot13decbasic_highprob	62	29	-202.67198181152344	62	15	-42.229698181152344	1
7	rot13decbasic_highprob	35	19	-126.10889434814453	35	12	-26.098857879638672	1
8	rot13decbasic_highprob	46	22	-169.74757385253906	46	10	-37.60206985473633	1
9	rot13decbasic_highprob	63	27	-205.92050170898438	63	12	-34.939510345458984	1
10	rot13decbasic_highprob	93	42	-287.9958801269531	93	19	-55.88397979736328	1
11	rot13decbasic_highprob	60	30	-209.5302276611328	60	12	-41.86402893066406	1
12	rot13decbasic_highprob	53	24	-179.45587158203125	53	13	-34.78181838989258	1
13	rot13decbasic_highprob	49	23	-168.74737548828125	49	12	-39.390106201171875	1
14	rot13decbasic_highprob	64	35	-216.2633056640625	64	11	-32.32732391357422	0
15	rot13decbasic_highprob	44	21	-158.47218322753906	44	10	-34.95002365112305	1
16	rot13decbasic_highprob	90	37	-279.4214172363281	90	18	-56.941795349121094	1
17	rot13decbasic_highprob	69	34	-238.7756805419922	69	16	-45.86366271972656	0
18	rot13decbasic_highprob	70	31	-234.53892517089844	70	15	-43.51896667480469	1
19	rot13decbasic_highprob	83	35	-258.00933837890625	83	16	-37.94947052001953	1
20	rot13decbasic_highprob	65	30	-211.1429443359375	65	13	-38.53646469116211	1
21	rot13decbasic_highprob	70	33	-233.98902893066406	70	11	-32.3260498046875	1
22	rot13decbasic_highprob	65	37	-223.1605682373047	65	12	-37.976749420166016	0
23	rot13decbasic_highprob	74	34	-236.09425354003906	74	17	-48.09409713745117	0
24	rot13decbasic_highprob	69	33	-227.96142578125	69	13	-45.89350128173828	1
25	rot13decbasic_highprob	66	34	-213.1987762451172	66	12	-32.61466598510742	1
26	rot13decbasic_highprob	133	66	-437.08465576171875	133	27	-78.81450653076172	0
27	rot13decbasic_highprob	50	25	-172.6031951904297	50	9	-41.158233642578125	0
28	rot13decbasic_highprob	124	55	-389.1358337402344	124	21	-60.58438491821289	0
29	rot13decbasic_highprob	205	95	-629.6688232421875	205	36	-117.63484954833984	1
30	rot13decbasic_highprob	104	48	-348.5264587402344	104	19	-59.33689498901367	1
31	rot13decbasic_highprob	124	56	-390.7580261230469	124	21	-55.23046112060547	1
32	rot13decbasic_highprob	91	40	-269.0203857421875	91	21	-54.42898178100586	1
33	rot13decbasic_highprob	82	38	-249.62710571289062	82	17	-57.852333068847656	1
34	rot13decbasic_highprob	140	66	-404.5914001464844	140	27	-84.49396514892578	0
35	rot13decbasic_highprob	70	36	-232.4746551513672	70	16	-58.2799072265625	1
36	rot13decbasic_highprob	83	40	-279.7212829589844	83	18	-48.44683837890625	0
37	rot13decbasic_highprob	148	71	-484.2657165527344	148	27	-87.42809295654297	0
38	rot13decbasic_highprob	91	45	-289.92132568359375	91	20	-53.040565490722656	1
39	rot13decbasic_highprob	56	25	-183.6065216064453	56	14	-39.83208084106445	1
40	rot13decbasic_highprob	146	69	-431.663818359375	146	31	-83.79905700683594	1
41	rot13decbasic_highprob	162	74	-487.6514587402344	162	28	-93.36016845703125	0
42	rot13decbasic_highprob	72	34	-211.6566925048828	72	17	-50.31577682495117	1
43	rot13decbasic_highprob	137	63	-430.6340637207031	137	26	-72.61962890625	0
44	rot13decbasic_highprob	29	17	-115.2876205444336	29	8	-49.033203125	0
45	rot13decbasic_highprob	97	47	-287.48602294921875	97	24	-51.3943977355957	1
46	rot13decbasic_highprob	93	48	-305.53863525390625	93	18	-55.22938537597656	1
47	rot13decbasic_highprob	82	36	-268.6989440917969	82	17	-47.02035140991211	1
48	rot13decbasic_highprob	114	53	-347.6397399902344	114	17	-65.0765151977539	0
49	rot13decbasic_highprob	63	32	-190.32568359375	63	13	-55.019805908203125	1
50	rot13decbasic_highprob	135	64	-416.2369384765625	135	26	-89.98734283447266	0
51	rot13decbasic_highprob	77	35	-249.56832885742188	77	15	-58.296775817871094	0
52	rot13decbasic_highprob	140	64	-433.79547119140625	140	26	-69.07444763183594	1
53	rot13decbasic_highprob	57	25	-178.41778564453125	57	12	-37.3350944519043	1
54	rot13decbasic_highprob	123	59	-385.0767517089844	123	21	-89.59208679199219	1
55	rot13decbasic_highprob	85	39	-261.5434265136719	85	17	-53.278343200683594	0
56	rot13decbasic_highprob	151	68	-450.7208251953125	151	31	-95.24991607666016	0
57	rot13decbasic_highprob	141	60	-385.89093017578125	141	26	-86.56832122802734	0
58	rot13decbasic_highprob	112	57	-340.4827880859375	112	32	-62.87451934814453	1
59	rot13decbasic_highprob	138	66	-390.57159423828125	138	29	-83.60904693603516	1
60	rot13decbasic_highprob	70	31	-230.6636962890625	70	13	-38.89440155029297	0
61	rot13decbasic_highprob	60	28	-207.16331481933594	60	10	-41.54947280883789	0
62	rot13decbasic_highprob	87	44	-273.841064453125	87	19	-55.379032135009766	0
63	rot13decbasic_highprob	155	75	-499.60076904296875	155	31	-69.39561462402344	0
64	rot13decbasic_highprob	111	48	-290.32373046875	111	27	-91.83924102783203	0
65	rot13decbasic_highprob	118	55	-359.59844970703125	118	23	-84.0540542602539	1
66	rot13decbasic_highprob	49	23	-163.3091583251953	49	10	-41.77679443359375	0
67	rot13decbasic_highprob	90	43	-276.9371337890625	90	20	-64.15882873535156	1
68	rot13decbasic_highprob	68	33	-232.2620086669922	68	16	-44.128150939941406	0
69	rot13decbasic_highprob	72	34	-230.1497802734375	72	16	-60.6962890625	0
70	rot13decbasic_highprob	124	60	-372.92034912109375	124	25	-82.95056915283203	0
71	rot13decbasic_highprob	116	54	-356.9950256347656	116	21	-69.01795959472656	1
72	rot13decbasic_highprob	143	68	-458.10406494140625	143	25	-84.56454467773438	0
73	rot13decbasic_highprob	148	68	-439.0279541015625	148	30	-75.52738952636719	1
74	rot13decbasic_highprob	66	31	-216.0987548828125	66	14	-40.40210723876953	0
75	rot13decbasic_highprob	221	98	-633.5830078125	221	44	-120.73648071289062	1
76	rot13decbasic_highprob	89	41	-288.0181884765625	89	19	-59.935665130615234	0
77	rot13decbasic_highprob	202	94	-625.71630859375	202	32	-142.54417419433594	0
78	rot13decbasic_highprob	242	119	-709.5492553710938	242	39	-125.74551391601562	0
79	rot13decbasic_highprob	62	28	-204.04249572753906	62	15	-54.29219055175781	0
80	rot13decbasic_highprob	179	83	-540.3948364257812	179	35	-92.12397766113281	0
81	rot13decbasic_highprob	108	48	-337.6972961425781	108	20	-72.94061279296875	0
82	rot13decbasic_highprob	83	35	-228.2696075439453	83	21	-49.739315032958984	1
83	rot13decbasic_highprob	101	46	-295.5118713378906	101	22	-71.09520721435547	0
84	rot13decbasic_highprob	76	37	-245.9782257080078	76	14	-64.50175476074219	1
85	rot13decbasic_highprob	100	48	-322.94281005859375	100	19	-66.79141998291016	0
86	rot13decbasic_highprob	183	82	-524.6258544921875	183	39	-116.96416473388672	0
87	rot13decbasic_highprob	161	74	-488.7706604003906	161	31	-102.93753051757812	0
88	rot13decbasic_highprob	67	32	-220.20387268066406	67	14	-45.37907028198242	0
89	rot13decbasic_highprob	44	21	-148.37513732910156	44	10	-40.601165771484375	0
90	rot13decbasic_highprob	58	27	-184.07179260253906	58	12	-40.646175384521484	0
91	rot13decbasic_highprob	249	117	-713.3909301757812	249	46	-115.60701751708984	0
92	rot13decbasic_highprob	138	67	-449.71063232421875	138	26	-84.92437744140625	1
93	rot13decbasic_highprob	154	73	-483.3673095703125	154	27	-107.77410125732422	0
94	rot13decbasic_highprob	128	55	-387.6605224609375	128	26	-48.161888122558594	1
95	rot13decbasic_highprob	74	35	-244.91458129882812	74	15	-59.45042419433594	0
96	rot13decbasic_highprob	80	39	-257.78533935546875	80	14	-49.878570556640625	0
97	rot13decbasic_highprob	95	49	-319.0193786621094	95	22	-84.97925567626953	0
98	rot13decbasic_highprob	118	59	-363.02325439453125	118	18	-69.74259948730469	0
99	rot13decbasic_highprob	134	66	-422.210205078125	134	29	-87.0923080444336	0
