index	task	input_nchars	input_ntokens	input_logprob	output_nchars	output_ntokens	output_logprob	correct
44	fwd	168	50	-187.6585235595703	168	50	-168.30584716796875	0
45	fwd	107	31	-137.32174682617188	107	31	-132.65130615234375	1
46	fwd	98	28	-117.9251708984375	98	28	-108.98735046386719	1
47	fwd	101	30	-121.37861633300781	101	30	-123.42112731933594	1
48	fwd	124	33	-139.48385620117188	124	33	-134.96824645996094	1
49	fwd	204	62	-230.225830078125	204	62	-193.67095947265625	1
50	fwd	145	41	-154.5294647216797	145	41	-149.3229217529297	1
51	fwd	134	41	-156.8460693359375	134	41	-152.28662109375	0
52	fwd	182	51	-181.9321746826172	182	51	-168.54226684570312	1
53	fwd	199	63	-230.58340454101562	199	63	-220.7333526611328	1
54	fwd	99	34	-125.20987701416016	99	34	-106.9116439819336	0
55	fwd	112	33	-146.206787109375	112	33	-133.4501953125	1
56	fwd	99	31	-131.53033447265625	99	31	-111.77027893066406	1
57	fwd	101	31	-116.89132690429688	101	31	-114.51737976074219	1
58	fwd	89	25	-102.01311492919922	89	25	-99.59906005859375	1
59	fwd	165	47	-182.17535400390625	165	47	-169.89346313476562	1
60	fwd	101	32	-146.54525756835938	101	32	-126.47021484375	1
61	fwd	152	40	-161.60128784179688	152	40	-139.8922119140625	1
62	fwd	93	30	-126.99273681640625	93	30	-115.32938385009766	1
63	fwd	155	55	-187.93258666992188	155	55	-164.2440185546875	1
64	fwd	176	59	-222.18515014648438	176	59	-187.43408203125	0
65	fwd	142	43	-173.3658905029297	142	43	-148.3892059326172	1
66	fwd	138	37	-144.5596466064453	138	37	-138.51109313964844	1
67	fwd	156	47	-171.18106079101562	156	47	-164.15106201171875	0
68	fwd	182	59	-205.4493865966797	182	59	-192.8582305908203	1
69	fwd	126	39	-150.52891540527344	126	39	-136.28358459472656	1
70	fwd	116	35	-136.8502960205078	116	35	-134.68775939941406	1
71	fwd	167	51	-200.78204345703125	167	51	-188.18600463867188	1
72	fwd	193	58	-219.32907104492188	193	58	-189.26463317871094	1
73	fwd	193	57	-222.8382110595703	193	57	-200.36859130859375	1
74	fwd	145	48	-187.09193420410156	145	48	-166.71807861328125	1
75	fwd	116	36	-138.52813720703125	116	36	-142.98049926757812	1
76	fwd	116	36	-143.7879638671875	116	36	-132.1826171875	1
77	fwd	197	63	-233.7901611328125	197	63	-193.9073944091797	0
78	fwd	135	38	-147.0317840576172	135	38	-149.9512939453125	1
79	fwd	150	44	-182.23458862304688	150	44	-173.6368408203125	1
80	fwd	125	35	-155.00254821777344	125	35	-132.74583435058594	1
81	fwd	178	57	-215.7241668701172	178	57	-198.45286560058594	0
82	fwd	158	47	-174.53280639648438	158	47	-166.7500762939453	1
83	fwd	105	31	-130.9320068359375	105	31	-121.04421997070312	1
84	fwd	115	30	-135.62916564941406	115	30	-125.75625610351562	1
85	fwd	144	49	-185.82205200195312	144	49	-167.89117431640625	0
86	fwd	189	59	-219.0389404296875	189	59	-201.6352081298828	1
87	fwd	100	33	-140.83920288085938	100	33	-117.23294067382812	1
88	fwd	129	39	-143.0343780517578	129	39	-132.3617706298828	1
89	fwd	194	55	-208.87425231933594	194	55	-194.6575469970703	0
90	fwd	208	59	-217.1366424560547	208	59	-186.0321807861328	0
91	fwd	128	37	-164.17303466796875	128	37	-134.3894500732422	0
92	fwd	128	35	-138.60385131835938	128	35	-136.5693359375	1
93	fwd	129	37	-150.12710571289062	129	37	-136.58746337890625	1
94	fwd	105	32	-137.0594024658203	105	32	-111.93204498291016	1
95	fwd	152	44	-164.6989288330078	152	44	-164.36558532714844	0
96	fwd	92	26	-107.19001007080078	92	26	-106.56837463378906	1
97	fwd	105	30	-127.64945220947266	105	30	-122.56440734863281	1
98	fwd	122	38	-151.3140869140625	122	38	-138.4681854248047	0
99	fwd	133	40	-146.84091186523438	133	40	-149.40977478027344	1
0	rev	91	31	-127.50792694091797	91	31	-126.84663391113281	0
1	rev	120	35	-132.46456909179688	120	35	-123.45843505859375	1
2	rev	153	42	-177.43423461914062	153	42	-179.45013427734375	0
3	rev	99	30	-134.7862548828125	99	30	-137.05764770507812	0
4	rev	99	30	-116.39552307128906	99	30	-121.01505279541016	1
5	rev	188	55	-220.0435791015625	188	55	-211.621826171875	0
6	rev	99	29	-106.35845947265625	99	29	-112.59830474853516	1
7	rev	115	35	-144.1119842529297	115	35	-137.82763671875	1
8	rev	116	34	-137.12843322753906	116	34	-142.4168243408203	1
9	rev	118	33	-136.2429656982422	118	33	-140.596435546875	1
10	rev	113	34	-126.05485534667969	113	34	-129.50830078125	0
11	rev	117	36	-130.28187561035156	117	36	-131.87893676757812	0
12	rev	141	45	-176.95608520507812	141	45	-173.84829711914062	1
13	rev	135	41	-156.85223388671875	135	41	-159.62667846679688	0
14	rev	172	50	-189.594970703125	172	50	-192.42691040039062	1
15	rev	159	46	-179.86590576171875	159	46	-177.4822998046875	0
16	rev	167	49	-185.59231567382812	167	49	-185.3148651123047	0
17	rev	83	29	-121.16777038574219	83	29	-122.52793884277344	0
18	rev	177	55	-200.10540771484375	177	55	-197.95895385742188	0
19	rev	133	38	-154.75904846191406	133	38	-144.82470703125	0
20	rev	107	34	-129.36729431152344	107	34	-123.5979995727539	1
21	rev	111	35	-145.6895751953125	111	35	-138.98448181152344	0
22	rev	188	57	-214.23739624023438	188	57	-214.3192596435547	0
23	rev	115	36	-145.07225036621094	115	36	-146.64561462402344	0
24	rev	128	41	-146.59898376464844	128	41	-148.7703399658203	1
25	rev	80	24	-105.84819030761719	80	24	-99.8902816772461	0
26	rev	104	30	-133.609619140625	104	30	-139.07525634765625	1
27	rev	133	36	-157.58880615234375	133	36	-156.68927001953125	1
28	rev	91	27	-102.87602233886719	91	27	-103.52732849121094	0
29	rev	150	45	-177.9429168701172	150	45	-181.65110778808594	0
30	rev	144	44	-178.34805297851562	144	44	-172.28302001953125	0
31	rev	154	42	-133.71873474121094	154	42	-144.2432403564453	0
32	rev	185	61	-226.09230041503906	185	61	-234.31378173828125	0
33	rev	156	43	-160.26109313964844	156	43	-153.0386505126953	0
34	rev	176	49	-189.66464233398438	176	49	-191.0581512451172	0
35	rev	174	45	-173.19802856445312	174	45	-178.9056854248047	0
36	rev	109	31	-134.4842529296875	109	31	-126.52835845947266	1
37	rev	172	53	-216.52005004882812	172	53	-210.9047088623047	0
38	rev	141	39	-156.33197021484375	141	39	-145.75160217285156	1
39	rev	170	54	-213.68356323242188	170	54	-214.5024871826172	0
40	rev	200	54	-208.1848602294922	200	54	-216.01565551757812	1
41	rev	165	47	-175.0460205078125	165	47	-182.57989501953125	0
42	rev	119	38	-137.72171020507812	119	38	-136.180908203125	1
43	rev	163	51	-184.34945678710938	163	51	-178.9275360107422	0
44	rev	168	50	-187.6585235595703	168	50	-190.06430053710938	0
45	rev	107	31	-137.32174682617188	107	31	-140.52777099609375	1
46	rev	98	28	-117.9251708984375	98	28	-108.64348602294922	1
47	rev	101	30	-121.37861633300781	101	30	-125.44330596923828	1
48	rev	124	33	-139.48385620117188	124	33	-135.86842346191406	0
49	rev	204	62	-230.225830078125	204	62	-212.7121124267578	0
50	rev	145	41	-154.5294647216797	145	41	-147.8359832763672	1
51	rev	134	41	-156.8460693359375	134	41	-150.35740661621094	0
52	rev	182	51	-181.9321746826172	182	51	-175.6365509033203	0
53	rev	199	63	-230.58340454101562	199	63	-238.03538513183594	0
54	rev	99	34	-125.20987701416016	99	34	-127.4395980834961	0
55	rev	112	33	-146.206787109375	112	33	-137.5753173828125	0
56	rev	99	31	-131.53033447265625	99	31	-118.40718841552734	1
57	rev	101	31	-116.89132690429688	101	31	-123.72117614746094	1
58	rev	89	25	-102.01311492919922	89	25	-108.1274185180664	0
59	rev	165	47	-182.17535400390625	165	47	-187.53077697753906	0
60	rev	101	32	-146.54525756835938	101	32	-153.80389404296875	0
61	rev	152	40	-161.60128784179688	152	40	-154.95445251464844	1
62	rev	93	30	-126.99273681640625	93	30	-127.55422973632812	1
63	rev	155	55	-187.93258666992188	155	55	-182.77455139160156	0
64	rev	176	59	-222.18515014648438	176	59	-209.47125244140625	0
65	rev	142	43	-173.3658905029297	142	43	-162.55126953125	0
66	rev	138	37	-144.5596466064453	138	37	-144.8463592529297	0
67	rev	156	47	-171.18106079101562	156	47	-164.74591064453125	0
68	rev	182	59	-205.4493865966797	182	59	-207.77857971191406	0
69	rev	126	39	-150.52891540527344	126	39	-150.8643341064453	0
70	rev	116	35	-136.8502960205078	116	35	-141.13156127929688	0
71	rev	167	51	-200.78204345703125	167	51	-203.8904571533203	1
72	rev	193	58	-219.32907104492188	193	58	-212.81161499023438	0
73	rev	193	57	-222.8382110595703	193	57	-221.8633575439453	0
74	rev	145	48	-187.09193420410156	145	48	-193.24412536621094	1
75	rev	116	36	-138.52813720703125	116	36	-142.61911010742188	0
76	rev	116	36	-143.7879638671875	116	36	-143.48744201660156	0
77	rev	197	63	-233.7901611328125	197	63	-221.96755981445312	0
78	rev	135	38	-147.0317840576172	135	38	-156.05520629882812	1
79	rev	150	44	-182.23458862304688	150	44	-178.40478515625	0
80	rev	125	35	-155.00254821777344	125	35	-138.77767944335938	0
81	rev	178	57	-215.7241668701172	178	57	-229.49252319335938	1
82	rev	158	47	-174.53280639648438	158	47	-185.0902557373047	1
83	rev	105	31	-130.9320068359375	105	31	-127.11320495605469	0
84	rev	115	30	-135.62916564941406	115	30	-130.79556274414062	0
85	rev	144	49	-185.82205200195312	144	49	-192.7047576904297	0
86	rev	189	59	-219.0389404296875	189	59	-197.12843322753906	0
87	rev	100	33	-140.83920288085938	100	33	-140.78663635253906	1
88	rev	129	39	-143.0343780517578	129	39	-143.86602783203125	0
89	rev	194	55	-208.87425231933594	194	55	-206.53018188476562	0
90	rev	208	59	-217.1366424560547	208	59	-222.779052734375	0
91	rev	128	37	-164.17303466796875	128	37	-164.67994689941406	1
92	rev	128	35	-138.60385131835938	128	35	-138.52743530273438	0
93	rev	129	37	-150.12710571289062	129	37	-152.35939025878906	0
94	rev	105	32	-137.0594024658203	105	32	-125.80962371826172	1
95	rev	152	44	-164.6989288330078	152	44	-170.3606414794922	1
96	rev	92	26	-107.19001007080078	92	26	-100.71674346923828	1
97	rev	105	30	-127.64945220947266	105	30	-132.34315490722656	1
98	rev	122	38	-151.3140869140625	122	38	-143.66082763671875	0
99	rev	133	40	-146.84091186523438	133	40	-152.85398864746094	1
